MANAGE_DEVICE_POLICY_MTE,internal|role
MANAGE_DEVICE_POLICY_NEARBY_COMMUNICATION,internal|role
MANAGE_DEVICE_POLICY_NETWORK_LOGGING,internal|role
MANAGE_DEVICE_POLICY_ORGANIZATION_IDENTITY,internal|role
MANAGE_DEVICE_POLICY_OVERRIDE_APN,internal|role
MANAGE_DEVICE_POLICY_PACKAGE_STATE,internal|role
MANAGE_DEVICE_POLICY_PHYSICAL_MEDIA,internal|role
MANAGE_DEVICE_POLICY_PRINTING,internal|role
MANAGE_DEVICE_POLICY_PRIVATE_DNS,internal|role
MANAGE_DEVICE_POLICY_PROFILES,internal|role
MANAGE_DEVICE_POLICY_PROFILE_INTERACTION,internal|role
MANAGE_DEVICE_POLICY_PROXY,internal|role
MANAGE_DEVICE_POLICY_QUERY_SYSTEM_UPDATES,internal|role
MANAGE_DEVICE_POLICY_RESET_PASSWORD,internal|role
MANAGE_DEVICE_POLICY_RESTRICT_PRIVATE_DNS,internal|role
MANAGE_DEVICE_POLICY_RUNTIME_PERMISSIONS,internal|role
MANAGE_DEVICE_POLICY_RUN_IN_BACKGROUND,internal|role
MANAGE_DEVICE_POLICY_SAFE_BOOT,internal|role
MANAGE_DEVICE_POLICY_SCREEN_CAPTURE,internal|role
MANAGE_DEVICE_POLICY_SCREEN_CONTENT,internal|role
MANAGE_DEVICE_POLICY_SECURITY_LOGGING,internal|role
MANAGE_DEVICE_POLICY_SETTINGS,internal|role
MANAGE_DEVICE_POLICY_SMS,internal|role
MANAGE_DEVICE_POLICY_STATUS_BAR,internal|role
MANAGE_DEVICE_POLICY_SUPPORT_MESSAGE,internal|role
MANAGE_DEVICE_POLICY_SUSPEND_PERSONAL_APPS,internal|role
MANAGE_DEVICE_POLICY_SYSTEM_APPS,internal|role
MANAGE_DEVICE_POLICY_SYSTEM_DIALOGS,internal|role
MANAGE_DEVICE_POLICY_SYSTEM_UPDATES,internal|role
MANAGE_DEVICE_POLICY_THREAD_NETWORK,internal|role
MANAGE_DEVICE_POLICY_TIME,internal|role
MANAGE_DEVICE_POLICY_USB_DATA_SIGNALLING,internal|role
MANAGE_DEVICE_POLICY_USB_FILE_TRANSFER,internal|role
MANAGE_DEVICE_POLICY_USERS,internal|role
MANAGE_DEVICE_POLICY_VPN,internal|role
MANAGE_DEVICE_POLICY_WALLPAPER,internal|role
MANAGE_DEVICE_POLICY_WIFI,internal|role
MANAGE_DEVICE_POLICY_WINDOWS,internal|role
